geneName,geneID,contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
CG32982,FBgn0052982,down - up,0.138761444862577,0.0377111410722565,127,0.0493291310312336,0.22819375869392,3.6795875414298,0.000996592661162365
CG33054,FBgn0053054,down - up,0.248938871849574,0.0946625771103806,127,0.0244457097891053,0.473432033910043,2.62974957420925,0.0258199148717829
Sdic2,FBgn0053497,down - up,-6.59069586441996,1.16383520396193,127,-9.35074162939051,-3.8306500994494,-5.66291158918711,2.82595072897962e-07
His1:CG33837,FBgn0053837,down - up,2.82317704710909,0.881342598240723,127,0.733065064345917,4.91328902987226,3.20326857313436,0.00485825660404049
CG33995,FBgn0053995,down - up,-0.311519339960738,0.0811284910693092,127,-0.503916293955629,-0.119122385965847,-3.83982662385034,0.000563560711345001
Glyat,FBgn0054010,down - up,0.49806187627973,0.160371927214518,127,0.117738393176812,0.878385359382648,3.10566746269444,0.00657896891467025
CG13197,FBgn0062449,down - up,-0.280050872635589,0.061961331364723,127,-0.426992733169595,-0.133109012101583,-4.51976848249314,4.14664710506329e-05
GstE2,FBgn0063498,down - up,0.239716871254398,0.0734067819169111,127,0.0656320207015234,0.413801721807273,3.26559569830664,0.00398745675518042
ppk10,FBgn0065110,down - up,0.35126941072523,0.14626687410976,127,0.0043961892692741,0.698142632181186,2.4015650355776,0.0464395559259011
CG34457,FBgn0085486,down - up,-0.964698109791064,0.225136299548358,127,-1.49861089056472,-0.430785329017411,-4.28495143487003,0.000105574134268038
CG42233,FBgn0250755,down - up,-0.179712102253951,0.0512034186653567,127,-0.301141475036487,-0.0582827294714152,-3.50976764712667,0.0017873409369914
CG14034,FBgn0250847,down - up,-0.674856987050773,0.145729929089544,127,-1.02045683851068,-0.329257135590866,-4.6308743253152,2.63408606274718e-05
Ir94d,FBgn0259193,down - up,-1.20799441745022,0.267540635359617,127,-1.84246946603794,-0.573519368862503,-4.51518108950621,4.22440361277365e-05
Diap1,FBgn0260635,down - up,-0.130928366227711,0.0237025980182223,127,-0.187139292874619,-0.0747174395808022,-5.52379811390525,5.37171985892648e-07
Sec22,FBgn0260855,down - up,0.102932801559684,0.0389814043304117,127,0.0104880468654649,0.195377556253904,2.64056165568618,0.0250832589534127
Ccdc56,FBgn0261353,down - up,-0.089483117645583,0.0278269457351414,127,-0.155474972391759,-0.0234912628994067,-3.21570029629874,0.00467169842673798
wb,FBgn0261563,down - up,0.241355894872227,0.0806628151005494,127,0.0500632956700491,0.432648494074404,2.99215809132581,0.0092715034525962
Lmpt,FBgn0261565,down - up,-0.138294329608356,0.0357556928516667,127,-0.223089280210365,-0.0534993790063477,-3.86775695221663,0.000509320946162628
B9d2,FBgn0261683,down - up,-0.331852451914672,0.103372980496579,127,-0.577002414779431,-0.0867024890499134,-3.210243627692,0.00475275648170159
CG42806,FBgn0261975,down - up,0.281745767893109,0.117846943905391,127,0.00227066924208358,0.561220866544135,2.39077704144197,0.047691815096364
CG42847,FBgn0262036,down - up,1.28133580055517,0.421360063518247,127,0.282076579935052,2.2805950211753,3.04095217248724,0.00801041496080024
CG43091,FBgn0262537,down - up,0.25730745092349,0.0922311341220361,127,0.0385804780106789,0.4760344238363,2.78981119957857,0.0166498586670358
CG31688,FBgn0263355,down - up,-0.159503844098871,0.0577252926167586,127,-0.296399900238261,-0.0226077879594817,-2.76315349595239,0.0179391692082254
yin,FBgn0265575,down - up,-0.216717420031343,0.0560373278445653,127,-0.349610452370583,-0.0838243876921032,-3.86737605748203,0.000510026162137023
wake,FBgn0266418,down - up,0.16674705371681,0.0472575184550785,127,0.0546754191495297,0.27881868828409,3.52847672006548,0.00167766713117956
Sec5,FBgn0266670,down - up,-0.21896585216316,0.052107127103456,127,-0.34253837772098,-0.0953933266053402,-4.20222461561572,0.000145544192865943
