geneName,geneID,contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
MED16,FBgn0034707,down - control,-0.48952362498223,0.129298124971423,127,-0.796155303617794,-0.182891946346666,-3.78600714504113,0.000683858188383679
asrij,FBgn0034793,down - control,0.180543735127821,0.0364205677581682,127,0.0941720276416098,0.266915442614033,4.957191670559,6.66942033245022e-06
CG3500,FBgn0034849,down - control,0.235137604788411,0.0602791903501024,127,0.0921849569605354,0.378090252616287,3.90080894289934,0.000451525998409585
thoc5,FBgn0034939,down - control,-0.251715632639971,0.0449959919236671,127,-0.358424036481679,-0.145007228798263,-5.59417898969737,3.88569756593071e-07
CG13566,FBgn0034942,down - control,1.1337396352757,0.266395580869344,127,0.501980093819735,1.76549917673167,4.25585000913268,0.000118256035199216
CG13877,FBgn0035112,down - control,0.379655098459486,0.0817074587293676,127,0.185885117396193,0.573425079522779,4.6465170299444,2.46963137245926e-05
Herc4,FBgn0035207,down - control,-0.15249195991075,0.0378735177622231,128,-0.242301042723758,-0.0626828770977422,-4.02634793176918,0.000282760239628033
FBgn0035258,FBgn0035258,down - control,0.732225591586555,0.145223268250899,127,0.387827290910829,1.07662389226228,5.04206798542438,4.62122379196739e-06
CG13937,FBgn0035287,down - control,-0.107660574549571,0.0214515149450873,128,-0.158528331124574,-0.056792817974568,-5.01878654375537,5.0704104648247e-06
Drsl5,FBgn0035434,down - control,-0.379968937249571,0.100269961136866,127,-0.617760061497623,-0.142177813001519,-3.78945930507466,0.000675464695250483
Ctl1,FBgn0035523,down - control,-0.145393379852724,0.0286568609574674,127,-0.213353386092228,-0.0774333736132193,-5.07359756075577,4.0285254838679e-06
Tektin-C,FBgn0035638,down - control,0.339503628516742,0.0968644615770472,127,0.109788677429366,0.569218579604119,3.50493486454469,0.00181674173357826
CG18586,FBgn0035642,down - control,-1.12600631353337,0.41221674252504,127,-2.10358206530914,-0.148430561757599,-2.73158801516892,0.0195803211698559
mrva,FBgn0035763,down - control,-0.153138867275832,0.0334017215359313,127,-0.23235135350596,-0.0739263810457041,-4.58475971398947,3.18277866524497e-05
Arl5,FBgn0035866,down - control,-0.0817210818874657,0.0267944682401556,127,-0.145264406869495,-0.0181777569054362,-3.04992363181121,0.00779632035390687
Doc2,FBgn0035956,down - control,-0.550235884520934,0.179475261433001,127,-0.975863098364296,-0.124608670677572,-3.06580349919891,0.00743011645305014
CG8329,FBgn0036022,down - control,-0.687685983594047,0.096267761182653,127,-0.915985854272361,-0.459386112915733,-7.14347124256137,1.88278947987897e-10
Zasp67,FBgn0036044,down - control,1.16214987189075,0.227797228171259,127,0.621926674701158,1.70237306908034,5.10168574578545,3.56328739292699e-06
Tsf2,FBgn0036299,down - control,-0.122660485723805,0.0241366178627023,127,-0.179900694376956,-0.0654202770706533,-5.08192516538736,3.88475635859642e-06
Or71a,FBgn0036474,down - control,-0.434348727782519,0.137037692976986,127,-0.759334862292708,-0.10936259327233,-3.1695566259676,0.00539922327111009
CG13031,FBgn0036655,down - control,1.38190572683154,0.329364085218418,127,0.600815804954395,2.16299564870868,4.19567824438153,0.000149261594403205
FBgn0036767,FBgn0036767,down - control,1.55212422374733,0.464451287888843,127,0.450673772851151,2.65357467464352,3.34184502061022,0.00311872710577865
CG4174,FBgn0036793,down - control,-0.546521983736272,0.128295797714057,127,-0.850776634170257,-0.242267333302287,-4.25985880655536,0.000116426171469342
Gbs-76A,FBgn0036862,down - control,-0.134102910268565,0.0373187562303129,127,-0.222604679880625,-0.0456011406565051,-3.59344532923199,0.00134381435980135
ZnT77C,FBgn0037000,down - control,0.327845918767874,0.0855197324651213,127,0.125035095888268,0.530656741647479,3.83357044412626,0.000576438462523643
plh,FBgn0037292,down - control,-0.247285714795473,0.0605332982799028,127,-0.390840981888605,-0.103730447702341,-4.0851187994422,0.000227570871283223
SecS,FBgn0037347,down - control,-0.071798444608866,0.0297448671213319,127,-0.142338667355496,-0.0012582218622362,-2.41380955967945,0.0450523136731227
FBgn0037465,FBgn0037465,down - control,-0.10718776480137,0.0246666431506707,127,-0.165684933242647,-0.0486905963600934,-4.34545406712366,8.32518499104262e-05
Fer1,FBgn0037475,down - control,-0.257551417079412,0.0602311539930503,127,-0.400390146249908,-0.114712687908916,-4.27604985136312,0.000109307922556812
CG7878,FBgn0037549,down - control,-0.217096573039385,0.0514434136682618,127,-0.339095096152764,-0.0950980499260053,-4.22010433520906,0.000135837096237101
CG9667,FBgn0037550,down - control,-0.261799012033422,0.055925253108275,127,-0.394426258116837,-0.129171765950007,-4.68123070496546,2.13934346892097e-05
Coq2,FBgn0037574,down - control,-0.110904980948136,0.0270401050391698,127,-0.175030835831764,-0.046779126064509,-4.10149963498593,0.000213892619060019
Cks85A,FBgn0037613,down - control,0.151554413529072,0.0450537098950857,127,0.0447091309935123,0.258399696064631,3.36386090916795,0.0029027171124828
ATP6AP2,FBgn0037671,down - control,-0.0877931081030225,0.0294608520131,127,-0.157659786438902,-0.017926429767143,-2.97999216261582,0.00961282267719321
CG9356,FBgn0037688,down - control,0.108615502215679,0.0253944236598976,127,0.0483923956815505,0.168838608749807,4.27713988198135,0.000108843995840102
CG12948,FBgn0037739,down - control,-0.146644822211659,0.0324618876774371,127,-0.223628483903672,-0.0696611605196461,-4.51744592516675,4.18584058190508e-05
FBgn0037796,FBgn0037796,down - control,-0.0918273278249478,0.0282591017469994,127,-0.158844044481363,-0.0248106111685329,-3.24947794332133,0.00419764236092302
CG6293,FBgn0037807,down - control,-0.414933157447293,0.0821400654760553,127,-0.60972906934257,-0.220137245552016,-5.05153185650004,4.43494434687608e-06
FBgn0037811,FBgn0037811,down - control,0.393274856458097,0.163541294433103,127,0.00543519018808264,0.781114522728111,2.40474344917801,0.0460760005561645
CG5196,FBgn0038039,down - control,-0.15142849225329,0.0390673460416564,127,-0.244077058496901,-0.0587799260096799,-3.87608853930918,0.000494124541757901
CG10407,FBgn0038395,down - control,-0.428998099065622,0.088467071441107,127,-0.638798563116855,-0.219197635014389,-4.84924042445791,1.05752952244131e-05
CG10185,FBgn0038397,down - control,-0.696231273735264,0.16916863875562,127,-1.09741623821633,-0.295046309254197,-4.11560487130853,0.000202746623435446
FBgn0038510,FBgn0038510,down - control,-0.290884989761447,0.0702220968375394,127,-0.457417330701138,-0.124352648821756,-4.1423569340918,0.000183112394232965
FBgn0038527,FBgn0038527,down - control,1.8187665197913,0.43800567006565,127,0.780032091942415,2.85750094764019,4.15238122264192,0.000176234159404265
CG7655,FBgn0038536,down - control,-0.16676588967215,0.0459040737181322,127,-0.275627817743516,-0.0579039616007843,-3.63292135456547,0.00117255828033902
Arp5,FBgn0038576,down - control,-0.167161867370619,0.0367887997939101,127,-0.254406840476667,-0.0799168942645701,-4.54382497681509,3.76094665888171e-05
CG7720,FBgn0038652,down - control,-0.234587134375023,0.0464953940837534,127,-0.344851384068314,-0.124322884681732,-5.04538436543747,4.55509720476144e-06
FBgn0038674,FBgn0038674,down - control,0.353983801424778,0.0796581916867483,127,0.165073675780036,0.54289392706952,4.44378404692891,5.6315909321758e-05
FBgn0038675,FBgn0038675,down - control,0.164936972304911,0.0441344942958723,127,0.0602716179181707,0.269602326691651,3.7371442663236,0.000813752376904286
CG6195,FBgn0038723,down - control,-0.131922990194919,0.0276467570901138,127,-0.197487525931573,-0.0663584544582647,-4.77173470164764,1.4665925700541e-05
MED25,FBgn0038760,down - control,-0.158130879931028,0.0283547344526807,127,-0.225374390418228,-0.090887369443829,-5.57687747684333,4.20857892535764e-07
FBgn0038866,FBgn0038866,down - control,1.41699874116893,0.275193809706835,127,0.764374120052631,2.06962336228522,5.14909380657385,2.89396523656116e-06
CG6656,FBgn0038912,down - control,-0.400728753666683,0.0701436738455649,127,-0.567075113768074,-0.234382393565292,-5.71297070280302,2.23795758702572e-07
Cchl,FBgn0038925,down - control,-0.171574073172044,0.0377752614172054,127,-0.261158448984261,-0.0819896973598274,-4.54196918128798,3.78942541335858e-05
Gld2,FBgn0038934,down - control,0.401518413053896,0.116747176387366,127,0.124651423068294,0.678385403039498,3.43921305404135,0.00226416195407386
CG7054,FBgn0038972,down - control,0.529031393670264,0.0923858706178174,127,0.309937461751218,0.74812532558931,5.72632362646411,2.10254502919227e-07
