geneName,geneID,contrast,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
FBgn0051436,FBgn0051436,control - up,0.724014529822629,0.132596988176384,127,0.409559567111215,1.03846949253404,5.46026376450968,7.18144777756002e-07
FBgn0051636,FBgn0051636,control - up,0.377683481539055,0.0939659682472501,127,0.154842333729384,0.600524629348727,4.01936454850619,0.000291344663983173
CG31777,FBgn0051777,control - up,-0.297632450983,0.0994255031520696,127,-0.533420935444338,-0.0618439665216615,-2.99352220051405,0.00923392729193784
FBgn0051810,FBgn0051810,control - up,-0.577824784902947,0.167048520546532,127,-0.973981869780175,-0.181667700025719,-3.45902365978746,0.00211949924618149
CG31871,FBgn0051871,control - up,0.335194027714655,0.0715277946684828,127,0.165565212500635,0.504822842928675,4.68620665949808,2.09564694102493e-05
CG31897,FBgn0051897,control - up,0.220987580289235,0.0737937127619628,127,0.045985119720281,0.39599004085819,2.99466678146521,0.00920250511185483
zormin,FBgn0052311,control - up,0.134993369604317,0.0394511122659923,127,0.0414346982714193,0.228552040937214,3.42178868606155,0.00239895702534043
CG32650,FBgn0052650,control - up,-1.7846095137413,0.612263105956851,127,-3.23659703473332,-0.332621992749283,-2.91477552114184,0.0116445027797433
His1:CG33837,FBgn0053837,control - up,-2.1292853441809,0.8836807491495,127,-4.22494227307705,-0.0336284152847512,-2.40956402663545,0.0455292469541085
FBgn0053965,FBgn0053965,control - up,0.700338447531397,0.150110414064729,127,0.344350236136064,1.05632665892673,4.66548874636643,2.28345894009996e-05
CG33995,FBgn0053995,control - up,0.410342102687061,0.0814697139314098,127,0.217135935573125,0.603548269800996,5.03674412104273,4.72933422490662e-06
GstE2,FBgn0063498,control - up,-0.217424666202222,0.0735508985549311,127,-0.391851290672121,-0.0429980417323228,-2.95611162438539,0.0103161499839804
ppk10,FBgn0065110,control - up,-0.366274514731847,0.147150295523744,127,-0.715242778100996,-0.017306251362699,-2.48911844470436,0.0372762014082603
FBgn0085195,FBgn0085195,control - up,-0.777311754174023,0.19750332738149,127,-1.2456926902818,-0.308930818066247,-3.9356894108047,0.000397309746471453
FBgn0085400,FBgn0085400,control - up,0.183869416283168,0.0387533198913067,128,0.0919740677378344,0.275764764828501,4.74461070171213,1.6319737171866e-05
CG34393,FBgn0085422,control - up,0.290164247894341,0.0689452598581477,127,0.126659937457191,0.453668558331491,4.20861780043099,0.000141999394343562
CG34423,FBgn0085452,control - up,0.238301512755495,0.0623723827142673,127,0.0903848402097594,0.38621818530123,3.82062544968295,0.000603974543954888
CG34457,FBgn0085486,control - up,-0.860434875346841,0.225503917396658,127,-1.39521946518923,-0.325650285504451,-3.81560943721145,0.000614975417690511
CG40472,FBgn0085736,control - up,0.710301790686804,0.162989769021408,127,0.32377007194376,1.09683350942985,4.35795323198174,7.92424728700558e-05
FBgn0259680,FBgn0259680,control - up,0.19407191520837,0.0528013522705301,128,0.0688646120876445,0.319279218329095,3.67551032053183,0.00100814746933331
Ir40a,FBgn0259683,control - up,0.835242224846818,0.209450581186771,127,0.338528267744282,1.33195618194935,3.98777706948456,0.000327721243989831
Nsun5,FBgn0259704,control - up,0.116919672150818,0.0311743747464891,127,0.0429893590775017,0.190849985224134,3.75050576319852,0.000776089956069703
plx,FBgn0261261,control - up,0.163870279649183,0.0457756497589821,127,0.055312910164262,0.272427649134104,3.57985698754671,0.00140800816536513
FBgn0261446,FBgn0261446,control - up,0.190466912864071,0.0474706758738632,127,0.0778897735406316,0.303044052187511,4.01230674217006,0.000299122601338464
pdm3,FBgn0261588,control - up,0.123227062506924,0.036250786490221,128,0.0372659456553949,0.209188179358454,3.39929348954031,0.00257872225274836
SmE,FBgn0261790,control - up,-0.195389699322823,0.0444520797318417,127,-0.300808210457683,-0.0899711881879626,-4.39551311213145,6.8279625837997e-05
